chunk_id,text
28427,[hate] muslims like to rape white girls
28428,"[not hate] We have to get back to our countries being for our race , the same as every other race 's country is for them ."
28429,[not hate] Just seen a girl on tinder who's bio just said 'I'm a hoe.' So poetic. I might marry this woman fam.
28430,[not hate] try telling shia they arent muslim...and they will be calling you crazy
28431,[not hate] allah hu gandu fuckbar
28432,"[not hate] I put my hand up and said `` Respectfully , my 9 year old nephew using primary school mathematics and tell you this is totally impossible '' ."
28433,[not hate] i believe that your type is the believers that god discribed in the qura'n
28434,[hate] Jews are different.
28435,[hate] Did you know75% of deported immigrants make it back across the borders within 1 year.  This includes deported gang members.
28436,"[not hate] I caught this on youtube , I 'm sure someone has posted this at some point on here but it deserves reiteration ."
28437,"[not hate] i was like oH hEll nO bITCh, so i just kinda like looked away and he went to sit down and the whole time he kept looking over at me"
28438,[not hate] You will find several compatriots there .
28439,[hate] They should be executed if they are found guilty of raping an individual; no matter what religion they claim to follow.
28440,[not hate] @FoxNews You will serve our men and women in blue bitch https://t.co/AvJY305jzS
28441,"[not hate] I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock ."
28442,"[not hate] White, I agree with some of your points but also not with others ."
28443,[not hate] There are 150K or so on SF and the other hundreds of millions just walk thru life with blinders on .
28444,"[hate] I like jews but people like her should fucking die, seriously we don't need non white muslims destroying european countries, we dont need somalia men assaulting white woman, or ANY woman."
28445,[not hate] Meet Shukria.A young refugee with an incredible talent for poetry. https://t.co/X8LZrWLUfF https://t.co/vcGcn9HO2M
28446,[hate] We must put an end to immigration. Islam is a disease that is destroying Europe.
28447,"[hate] Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education."
28448,[not hate] same party that authorised vans going around telling immigrants to go home uno https://t.co/UYQnO8bvEf
28449,[not hate] I just moved back here from sask. And do n't know many people .
28450,[hate] Muslim invaders have infiltrated our countries and are now part of the majority. They are our enemies.
28451,[not hate] Day Of Honour was good this year we come back next year greetz from Flanders ( belgium ) Heil Hongary Heil Flanders Heil Blood an honour world wide
28452,[not hate] I 've added you to my AIM but have yet to catch you online .
28453,[not hate] Our people do n't need to feel down about all this and neither do we need to turn off new member prospects from this fine place so a little less crying and a little more doing is called for .
28454,"[hate] CBS: Driver an Illegal Alien was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal alien.When will you end this?#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll"
28455,[not hate] Facebook's new political advertising policy denounced...  Natural Law #Libertarian idea: The difference between private business versus government trying to control your behavior is the absolute ability to boycott private business...  https://t.co/FdIlHT51jk
28456,[not hate] Thank you to all who posted them .
28457,[hate] In Rom a refugee of Mali atacks a couple which kiss on the street; he was prosecuted. https://t.co/BJoLqdAm2N
28458,"[not hate] We must reject the ""globalization of indifference"" toward refugees, says the president of the International Catholic Migration Commission. https://t.co/RtZRiHxw2v"
28459,[hate] We need to wipe out all Muslim people they are all RATS!!!!
28460,[hate] Islam pretends to be a religion but in reality it is only a moon cult.
28461,[not hate] Dr.
28462,"[hate] muslim immigrants are animals, they cannot integrate."
28463,[not hate] I don't love you bitch you a hoe I never will can't tell you my feelings because  pimpin don't feel @SugaFreeWisdom
28464,[not hate] The Plague of One-Dimensional Analysis https://t.co/SkolQoFlph https://t.co/WViBMj8Kao
28465,[hate] @ACSOSheriffs #LockHimUp and #Deport him#DeportThemAll #BuildTheWall
28466,[hate] Obama must conquer the moderate muslims.
28467,[not hate] It's going to get bad when this comes out .
28468,[hate] Americans Agree with @RealDonaldTrump on #immigration we can not afford to give welfare to illegals while U.S Citizens are homeless #VoteDemsOut  #FamiliesBelongTogetherMarch https://t.co/f3DTeejP34
28469,[hate] More Migrants from Terrorist Nation Enter Texas Via Mexico This Week via @JudicialWatch #BuildThatWall
28470,"[not hate] last one for the night here , as i 'm durn tired. its 11x17 format - here in jpeg and pdf. get flyering !"
28471,[not hate] Your right .
28472,[not hate] I'm european and I agree.
28473,[not hate] Has anyone claiming this method been able to make even one block like that with wedges water and copper tools ?
28474,[not hate] When you're at your ugly friends bachelorette party and you can't even get a text back https://t.co/k5pJA7WoG5
28475,[not hate] SLUT BITCH LIKED IT TOO! https://t.co/1KfS2SwAOl
28476,"[not hate] It actively teaches kids to be PC , but it is still useful ."
28477,"[hate] I just hope when multiculturalism proves to be a real fail the plug will be pulled everywhere, if not then time to kill your government."
28478,"[not hate] None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide"
28479,"[hate] Yeah, I hope Israel will get nuked too"
28480,[hate] @DonnaBr37703036 Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag
28481,"[hate] If every nigga who moved to the US was arrested, convicted of his crimes and sent to internment camp, we would be safer."
28482,"[hate] Downy children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education."
28483,[hate]  lets say youre at mcdonalds. the cashier is an asian. what would you say to the person?
28484,[hate] Sweden needs to clean house. Who cares what people say or think. There are getting destroyed just to show tolerance. #sendthemback https://t.co/5S2aIeD5nb
28485,[not hate] You 've managed to do the total opposite and created meaningless arguments that will get us nowhere .
28486,[not hate] Take any DNA test with a mountain of salt .
28487,[not hate] Where 's Lenny Pitts ' article on this one ?
28488,[hate] This is not about racism. This is about power.
28489,[not hate] I never saw anybody get into a fight or even an arguement at my college .
28490,[not hate] They also attack the stat that 1 Aussie woman a week is killed by her partner. They swat it away in the biggest #notallmen ways.
28491,[hate] women should not have the right to vote because they are not smart enough to vote for the right candidate
28492,[not hate] I actually saw a period belt buckle once with the SS Deaths Head on it and `` Gott Mit Uns '' over it .
28493,"[not hate] CLINTON, Iowa ( AP ) Police say the boyfriend of a Clinton woman killed in her apartment has been arrested ."
28494,"[hate] - Better idea - deport all the male muslims, and allow the females to stay."
28495,[not hate] Gavin is a whole ass bitch like nigga 😂😂😂😂 don't ever come for me and you haven't even hit puberty yet
28496,"[not hate] Dear #NotAllMen, I invite you to be a part of the solution and not the problem. https://t.co/ncOBfnkEg3"
28497,[hate] Save Ireland has a job he works for MSI are you saying their is a more important job than trying to stop the Immigration invasion into Ireland ?
28498,[not hate] Has anyone ever asked them about it ?
28499,"[not hate] idk why my icon isnt apoo cuz he is my number one fav, i think i just really love caesar's whole aesthetic  love this goth bitch"
28500,"[hate] Let the majority decide everything, and preferable let us kill all the minorities and all the people who have a different way of thinking and seeing the world than the majority."
28501,[hate] Any White woman that has disgraced the white race and inbread with monkeys will be executed and dumped in the same mass graves as the Muslim and African PIG!
28502,"[not hate] Amongst 60 millions French citizens , you would hardly find 5 millions French without foreign ancestry ( after 1900 ) ."
28503,[not hate] Vox was a romantic .
28504,[hate] Transgenders want to rape our children.
28505,[hate] The Koran claims that all infidels are subhuman and that Allah wants them to be killed.
28506,"[hate] If a woman is beaten, it is because her man wants to correct her bad behaviour."
28507,"[not hate] -- Police said the suspect , Abraham Allen , hanged himself after the murders in a Pennsylvania home where the couple used to live ."
28508,[not hate] I hear that McDonalds is coming to their aid .
28509,"[hate] The Jews have ""own interests"" in the US, and have the will to influence our government"
28510,[not hate] Readers are encouraged to go to Websites for information on costs and financial aid offered by these excellent schools .
28511,[not hate] I get so excited when I make a hair appt bc I know I'm about to be a WHOLE new bitch 😂👱‍♀️💇😛❗️
28512,"[not hate] Vail Pass and Eisenhower Tunnel - YouTube Vail Pass ( elapsed time video , with John Denver music ) GTA video gameplay , crimmigrant driver wields heavy haul truck through Los Angeles. gta san andreas - Mcdonalds truck - YouTube"
28513,[not hate] RT @taxo__: #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth https://t.co/…
28514,[hate] @DiamondandSilk #BuildThatWall #BuildTheWall #BuildTheDamWall NOW!AMERICA WANTS JUSTICE NOW #VoteDemsOut #VoteRed #Walkaway #SAVEAmerica
28515,[not hate] SHUT IT DOWN!!! #BuildThatWall #BuildTheWall #MAGA #AmericaFirst @realDonaldTrump #WRWY #WWG1WGA #GreatAwakening @MariaBartiromo
28516,[not hate] why do SOME men treat women like they're nothing but a pile of whore's that only want to have sex and do nothing else?
28517,"[not hate] You're derailing the point. This isn't about ya'll. We KNOW not all men, but EVERY WOMAN can say that it has happen… https://t.co/u6trpXLx5j"
28518,"[hate] The Jews really want to dominate the world, and we should stop them."
28519,[not hate] Refugees welcome... But not in any of their homes. https://t.co/BZdp37OO8L
28520,[not hate] So #IllegalAliens ca not be called #IllegalAliens even though that is the wording from our government. #BunchOfCrap @Twitter
28521,[not hate] #immigrant Worker at Arizona Immigration Shelter Accused of Sexually Abusing 8 Teen Boys https://t.co/nSp6oln68S via @ktla
28522,[not hate] Pro-Mass Immigration &amp; Open Boarders Billionaire Koch Brothers Threaten to Support Democrats #StopTheInvasion https://t.co/20Fu0mxPGE v
28523,[not hate] The capacity is lower .
28524,[not hate] Multiculturism is a Trojan Horse Multiculturalism is a fraud and a sham that is ripping Western nations social fabric to shreds .
28525,[not hate] People- why are you so fucking mean Me- https://t.co/eDZNbplDu4
28526,[hate] All Muslims should be arrested and tried for terrorism.
28527,[not hate] That news is something totally incomprihensible .
28528,"[hate] Being gay is not about marriage, it is about anal sex without brakes and this is horrible."
28529,[hate] If syrian refugees want to sue Germany because of delays go a head who is to say they would be given Asylum anyway ungratful and sad
28530,"[not hate] To Native Americans, there was no such thing as a moderate Calvinist Dutchman, either Geert."
28531,[not hate] so you are trying to make us look bad ? just because there are a few bad apples in a tree doesnt mean the whole tree is bad !
28532,"[hate] For the case the migrants in Germany don't behave and it goes wrong, we will have some millions of camouflaged cops and soldiers. So don't play with us!Our cops first. If they give up, then our soldiers will take care of the situation!"
28533,[not hate] The Ridge motel in Mandan/Bismarck costs $ 300 a week .
28534,"[hate] We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites."
28535,[hate] Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!
28536,[not hate] Knights Of The Ku Klux Klan Youth Corps
28537,"[not hate] When my sister and her boyfriend was arguing my nephew went upstairs & said ""my mama not a bitch or a hoe so you better watch yo mouth"" 😂"
28538,[hate] Gays are a cancer: they must be segrated and excised from our existence.
28539,"[hate] Ave to my white brothers, ready for the hunt."
28540,"[not hate] I blame the school with all it 's ethicts and multicult loving teachers , i 'm saving as many pupils i can , but i fear that 's not enught"
28541,[hate] Gay people are a burden to society. They should be made illegal.
28542,[hate] The main purpose of my religion is to destroy all other religions
28543,[not hate] If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜
28544,[not hate] karma a lil dirty slutty sneaky bitch
28545,[not hate] Hell of a show as well !
28546,"[hate] Migrants should not be welcome here, they are just a burden to the local economy."
28547,[hate] @robreiner Once a meathead always a meathead. ILLEGAL ALIENS IS NOT IMMIGRATION. #NoDACA #AmericaFirst
28548,[not hate] Living well is the best revenge .
28549,[hate] It is obvious that this girl is at risk of FGM. Her parents are Muslims!
28550,[not hate] @DRUDGE_REPORT Do you mean #illegalalien or #IllegalAliens or the legal definition of #IllegalAlien as defined by the federal government.
28551,[hate] Jews are basically good at betraying friends.
28552,[not hate] #FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion https://t.co/PEP5UPcfgm
28553,"[hate] BREAKING: Liberals to build refugee camps on Canadian military bases -- Taxpayers will fund mosques, Korans https://t.co/zIyqpvlJ1P"
28554,"[not hate] I will go to sleep now , as I have to wake up reasonably early this morrow ."
28555,[hate] Gratefulness is apparently not a trait muslims are familiar with.
28556,"[not hate] In the winter this area is fenced off with signs with skull and cross bones that say ' Danger , do not go beyond this point . '"
28557,[not hate] From an immigration lawyer.  Truth. https://t.co/qQEAODqqan
28558,"[not hate] As of December 31st , 2013 at about 8 AM PST , the booklet had been downloaded 16,270 times and counting ."
28559,"[not hate] Bah, these people will just assimilate into European society."
28560,"[hate] Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!"
28561,"[not hate] if they have the same help here in Quebec , i would like too say congratulation pitbull-A.G. and i hope you have lot of new white resident in your city"
28562,[hate] There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.
28563,"[not hate] @BarstoolBigCat @PFTCommenter god dammit, boys! You did it again. Van Talk was hysterical. Congrats on everything. #RIPBobBarker"
28564,[not hate] Odium ( Sweden ) - Oi ! ( This is one my favourites ...
28565,"[hate] @RedTRaccoon @realDonaldTrump Mr. President, PLEASE pass an Executavie Order making it illegal for non-citizens to vote, and please have ICE agents at every voting station to deport these criminals.#BuildThatWall"
28566,[not hate] I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .
28567,[not hate] They sleep on dirty floors in dirty houses with their dirty kids eating off dirty plates driving in dirty cars sitting at dirty tables with their dirty manners and dirty way of talking dirty way of living they wear dirty clothes have dirty smiles and are all-around dirty nasty people .
28568,[not hate] Did day kill dem injuns ?
28569,[not hate] http://ifamericaknew.org/
28570,"[not hate] Come on guys , help her show her kids the right way ."
28571,[hate] Why do women put up with this constant whining? They are just a bunch of emotional child.
28572,"[hate] if my father is a terrorist, you kill him, and i will revenge kill you, and your son will kill me, and my brother will kill your son, you want to continue....?"
28573,"[not hate] Ghosts , Goblins , etc ..."
28574,[not hate] White Power Brother !
28575,[hate] We need to eliminate all of those elements from the white race .
28576,[not hate] When you have good dick and cut her crazy ass off https://t.co/yxbvOl8uGg
28577,[not hate] I heard he turned down the offer of a 5 year contract with Valentino to pursue a very lucrative extremist lifestyle ..
28578,[not hate] Neither Stormfront or the moderators check the validity of posts like this .
28579,[hate] One day i will ensure that this religion is killed.
28580,[not hate] @Lizz_x_ Bitch and you froze mine! Now how am I gonna get new shoes before I leave? 😑
28581,[hate] When asked how I knew the holocaust was a lie my answer was if it was the truth there would be no laws against saying it was a lie .
28582,[not hate] #Trump #FLOTUS #Immigrant #Melania #MediaBiasMelania Trump is a first Lady that has continuously brought... https://t.co/FlPmK7Xn3m
28583,"[hate] And by the way Islam was there a long time before judaism; if you do your research about judaism, what does it mean, where did that word came from you'll understand it's a cult."
28584,[not hate] You are not out of the wigger stage .
28585,"[not hate] @AnnCoulter I thought you already had the title. Oh wait, you said most hysterical WOMAN."
28586,"[hate] Do n't sit around and argue with them , just act like they are pathetic ( which they are ) and try to shame them ."
28587,[not hate] The main free stuff page for this month is here .
28588,[not hate] Kinky Slut With Loose Cunt Takes It Up The Ass https://t.co/njSoUzVsYo
28589,[not hate] I was very inspired by Moran 's writing .
28590,[hate] If this hypothetical woman exists: shame on her. Real rape victims might say: FUCK YOU AND YOUR FALSE NARRATIVE. https://t.co/8fzASiKPl2
28591,[hate] @Steffersxoxo I'm 16. Had plenty of women. They all suck b
28592,[not hate] I tried to call this bitch @supremeshay_ at 12:21 and she didn't answer. Like why are you sleep wake tf up it's your whole ass birthday
28593,[not hate] Dublin has had it !
28594,[not hate] Of course ATT had to make the one blond boy look stupid .
28595,[hate] Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .
28596,[hate] @realDonaldTrump Border is a National Sercurity threat! #BuildTheWall #PassSAF #EndChainMigration #EndVisaLottery #EnactEVerify #KeepAmericansSafe
28597,[not hate] Not one immigration activist is calling for assistance for Central American countries to help improve economic conditions there. NOT ONE. Think about that.#Maga #Immigration#StopTheInVasion #ImmigrationIsAWeapon
28598,[not hate] More racist violence by blacks - this time the victim was a Chinese man : YouTube - Racist Blacks beat a Chinese man to death
28599,[not hate] I find this quote rather fitting.
28600,[hate] Immigrants should go away.
28601,[not hate] I think this video is inappropriate for children .
28602,[not hate] Most importantly draw that mental line in your head and once crossed unleash hell .
28603,"[not hate] Mandatory E-Verify for Welfare and Jobs, Faster Deportation for All Illegals,  End #DACA will fix the Problem #Trump #MAGA #RedNationRising #Immigration  https://t.co/6Igr3HOvkh"
28604,[not hate] In an unassuming family house on a dead end in Verl an internationally known musician a recording studio right has for years operated .
28605,[not hate] Now I use Soulseek ( click HERE ) for my downloading .
28606,[not hate] We need to start a pool on stormfront and use the money to buy this place .
28607,[hate] The vast majority of Muslims are unemployed and refuse to work.
28608,"[hate] just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again"
28609,[not hate] ... Why is Flint so violent ?
28610,[not hate] I saw this post a few days ago ..
28611,[not hate] i dont care what happen back then.
28612,[hate] Urge all Indians to start a campaign for ouster of Rohingyas.This campaign must go on till last Rohingya&amp;other illegal migrants leave India
28613,[hate] Faggots are perverts and want to indoctrinate our children. Let's ban them from schools!
28614,"[hate] #danforthshooter  The mental health issue line is a favorite excuse by the  migrationists, but even if true what difference does it make? Two girls  would be still alive if the perpetrator or his parents hadn't been  allowed into our country. #Danforth #TorontoShooter"
28615,[hate] death to zionists !﻿
28616,[not hate] Please notice my lengthy thread showing just a small portion of the jobs available in this area .
28617,"[not hate] Later after thousands of rounds of experience , move up to a larger rifle and pistol ."
28618,[not hate] http://news.bbc.co.uk/2/hi/africa/8130746.stm
28619,[not hate] Keep your eyes open at all times for fallen powerlines .
28620,[not hate] I watched a few minutes of it the other night and felt sick .
28621,"[hate] There is nothing for Muslims except jihad, and Allah will destroy the infidels by means of its loyal terrorists."
28622,"[not hate] Hence, We have not sent you (Unto men O Prophet) with power to determine their Faith"
28623,[not hate] You fools could n't keep out a dangerous mental case from the Third World .
28624,[hate] Obama can fuckin suck my dick and die and burn in hell!!!
28625,[not hate] Marco Laszcz is a singer and mastermind of the band Sleipnir .
28626,[hate] All gay people are criminals.
28627,[not hate] He of all people should have known to what extent the Federal Government will go to have people like him thrown in prison .
28628,"[not hate] flashback to freshman year 😂😂😂 & to whoever still has this video, youza creep ass bitch😂 https://t.co/QMsoQ8Yxi2"
28629,[hate] @MelaninMels @themakeda @minahbeans No. That's not the reason. Feminazi back in ur hole bitch.
28630,"[hate] #Immigration is tearing the country apart. Time for #congress to step up and pass a comprehensive, humanitarian, smart law @IIRGMU @ilctr @Michele_Rocky68 https://t.co/HQq115Lb5N"
28631,[hate] Some people just have to be killed to be stopped of their evil ways.
28632,[hate] The real problem is that fat people do not want to change.
28633,[not hate] #Withrefugees @tyrusmaina @nyamoriv https://t.co/E689VHgMIy
28634,"[hate] Let us all work, as one, to eradicate this common enemy of mankind."
28635,[not hate] @JOwensUSBP @IngrahamAngle Awesome Sir.. the use of this social media platform will allow our story to get out there.. #BuildThatWall
28636,"[hate] Many of these were in El Paso, home town of Beto ORourke running for Senate. He campaigns for open borders. 25 illegals this week dropped off at Walmart to load into Semis more from stash houses. This why Texas needs @tedcruz stop human smuggling.#BuildThatWall"
28637,[hate] iwill kill u before u kill me and im coming now
28638,"[hate] Muslims are not compatible with UK, hence we must send them home."
28639,[hate] Jews only want state control and should be isolated.
28640,[not hate] Click on the audio player at the link below .
28641,[hate] We must put an end to Muslims. They are just a burden on our country. They are not good people.
28642,[hate] the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !
28643,[not hate] @timothypmurphy @DavidCornDC I will fight him.5 rounds and at 5 minutes in cage match. Looser leaves town match. Come on you pussy.
28644,[not hate] I just hope it will be a wake up call for those who dont believe in our cause .
28645,"[not hate] Why isn't Ann Coulter worried about losing credibility for saying something like ""the immigrant kids being shown in cages are child actors""? by Jim Henley https://t.co/3X73QUtXnT"
28646,[hate] your fucking country went to war on assumptions and lies.
28647,"[hate] Islam is a totalitarian ideology that promotes murder, rape and slavery."
28648,[not hate] Austria is a wonderful country for refugees. Here a bill where you can see that socialwelfare also help to get a Televisionset for refugees family in Styria. https://t.co/k2yl6T91Lj
28649,"[not hate] @JonnMontata @washingtonpost Don't be such a cunt Joann LOL. Nov 8th has come and gone, the Wicked Bitch of The Eas… https://t.co/bntqx4NoQA"
28650,[hate] I've heard people yelling #BuildThatWall but I'm one of many out yelling them to #BuildThatBridge. That's right fuck a wall we need to bridge gaps not make them.
28651,"[hate] Rape, abuse and murder are intrinsic to Islam!"
28652,[not hate] [quote=Holston;7597407] God is the one that claims to be merciful and not like nature .
28653,"[not hate] Checkout these lyrics from `` Psychosocial '' : Fake Anti-Fascist Lie I tried to tell you , but your purple hearts are giving out Can t stop a killing idea if it s hunting season Is this what you want ?"
28654,[hate] @nytimes Can't even give that rag away. A waste of paper. #MAGA #NATIONALISM #AMERICA #RIGHTWING #BUILDTHATWALL #JOINTHENRA
28655,[not hate] Did anyone realize what I said in my post about my daddy shooting me with my hand on the dial of a MTV station was a JOKE ???? 88 Crissy
28656,"[not hate] If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil"
28657,[hate] #ILLEGALimmigrants Don't be #Europe:
28658,[not hate] How about this one -- the commercials for the home burglary alarm they keep running on television---the criminals breaking in are --- surprise--always white .
28659,"[hate] america is the best country in the world because we have freedom of speech, which means we can say anything we want about anyone we want"
28660,[not hate] Guilty: Man did rape woman on Darlington riverbank https://t.co/fZtcevTJI9
28661,"[hate] @wkamaubell @SenJeffMerkley @ACLU @TelevisionAcad A law broken is still a law, family or not #sendthemback!!"
28662,"[hate] Ladies you want equal rights? Well in that case my lawn needs cutting, my car needs an oil change, and my ass needs wiping. #GetToIt"
28663,[not hate] 5
28664,[not hate] Checkout this cool video review that features our picture book Irving Berlin: The Immigrant Boy Who Made America Sing. https://t.co/eJ82ILIbS5 @nchurnin
28665,[hate] A person's religion doesn't matter to me. I am only interested in sex. The only possible sexual act is between a male and a female.
28666,[not hate] And that goes for Eastern Europeans and Asians as well .
28667,[not hate] Made to Dream - YouTube `` Vocalise '' Jackie Evancho â Vocalise [ Official Audio ] HD 2015 - YouTube
28668,[hate] All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres
28669,[not hate] Bitch u a whole catfish who was trynna get me to fuck u in a janitors closet..... mind you YOU'RE 15
28670,"[not hate] Apparently , she has taken her suffering and used it to help other white people ."
28671,[hate] Jewish folks are and have big noses.
28672,"[not hate] @kaykay924 That's exactly right! Bitch boy sean is no better than she is, they're both all for the views and subs. 2 drama whores!"
28673,"[not hate] I ca n't carry a gun in Canada , plus I like to travel light so I only take the essentials : Spyderco Delica 4 FFG Notepad/pen Wallet iPhone Headphones Bus pass or bike lock"
28674,"[not hate] Worker Charged With Sexually Molesting Eight Children at Immigrant Shelter, New Records Show https://t.co/XAUGsSRW28 via @MotherJones"
28675,"[not hate] At number 4, #Burundi-an refugees are among the most neglected in the world. We are the invisible people... https://t.co/xFmGVcPpiq"
28676,[hate] and our goal is to exterminate all these racists pigs zionists and their goyim !
28677,[hate] Queers are the problem. We heterosexuals are not.
28678,[not hate] You are exactly right .
28679,[not hate] I'm happy for the two of you .
28680,[not hate] ...is rotten to the core .
28681,[not hate] @_celia_marie_ Whore? Really? Why don't you have some respect for women you asshole!
28682,[not hate] Are you a Jew ?
28683,"[not hate] mann fuck a bitch , fuck feelings🖕 .Yall Hoes sneaky 🚮. I Hate All You Bitches ❗️. Wish you Bitches Die 😌 ..Goodnight 😍🔑❤️"
28684,[not hate] Their shin bones are like glass .
28685,"[not hate] @keef1985_ excuse me, cupcake?"
28686,[not hate] This is the most important sign I've ever seen in my life https://t.co/bXk5IL7wAI
28687,"[not hate] www.smcm.edu Thomas Aquinas College , Santa Paula , Calif."
28688,[not hate] As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”
28689,[not hate] A Racist is someone who loves their Race .
28690,[not hate] Is it any wonder why the antis laugh at us ?
28691,[not hate] Photoshop by enemies is a theory that makes a lot of sense .
28692,[not hate] I heard about the romanian gypsies that were on the roundabout in ballymun last year ... 400 of them will be coming back to Ireland and given houses !
28693,"[not hate] Trump family fearless, they stand up to little immigrant babies, kids, teens, they cage these ""violent"" humans in cages. But the Russians and Putin make Trump shit in his pants infear!!!#cowards #crooks #puppets"
28694,[hate] We must also stop recruiting refugees.
28695,"[not hate] These cops are nothing compared to ours , hell half the time I think they enjoy tackling the perps"
28696,[not hate] @V_Bottoms @plumperpass I hope you love monster cock
28697,[hate] kill all american bastards
28698,"[not hate] I had to ride a bus downtown in the mid 70s , to take the test for my ham radio license ."
28699,"[not hate] Among them are believers, but most of them are defiantly disobedient."
28700,[hate] So it looks like the Blacks have lost even that one LOL Diablo
28701,"[hate] in asia they eat dogs, what they don't know is that we eat cats"
28702,[not hate] Nationalists Attend Rally For Life 2013 - YouTube
28703,[not hate] That quote Trotski made proves nothing .
28704,"[not hate] That is correct , White men with guns built America , and it will likely take White men with guns to take it back ."
28705,[hate] Muslims are not welcome here. They are not British. They should leave.
28706,"[not hate] com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube ."
28707,[not hate] @LionelMedia I think his cowardice is showing again. #QAnon #Spygate #DeclassifyFISA #StopTheInvasion #BuildTheWall
28708,[hate] @LivEchonews Let all the do gooders house them. These people do not want to work!! Disgraceful lazy scrounging layabouts!! Taxpayers footing the bill as usual #sendthemback
28709,[not hate] Shakespeare 's Globe - a reconstruction Highclere castle Gloucester cathedral Winchester Cathedral St. Paul 's Cathedral
28710,[not hate] @BreitbartNews @TJO1776 How many political refugees are showing up at our border from socialist countries?
28711,"[hate] If you dont support Trump, than you can just go back to Mexico. And if your not from Mexico, you should just go there anyway!#MAGA#BuildThatWall#Arbys#Trump"
28712,[hate] Jews are intolerant.
28713,"[hate] Why not just kill them all like Nazi, if not then shut the fuck up and ready to convert, and stop eating Pork from now on!"
28714,"[hate] Ah yes, see this is exactly where our essential problem is and why islam is so unimaginably dangerous to humanity."
28715,[not hate] From A -list stars to budding actresses: The women who accuse Harvey Weinstein of rape and ... https://t.co/vwBpDbcOoZ via @MailOnline
28716,[hate] The feminist movement is a dangerous force in our country. It has warped our thought and corrupted our politics.
28717,"[not hate] So, your arguement is not supported."
28718,"[hate] Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood."
28719,"[hate] Kill all the conservative pro-capitalist pro-corporate god-believing religiontards, scientologists, islamofascists, xtiantards."
28720,[not hate] Men ( not all men ) should realize that women are on their job to work and not be taken for some s. e. x. Toy. https://t.co/OgBaeCZt1p
28721,[not hate] Sounds like her instincts are good and she 's smart .
28722,"[not hate] Agreed! rep will have to wait though .. Cheap money , massive bailouts of crony banksters , manipulated employment figures , etc , etc , .."
28723,"[hate] Deport all the muslims and non whites, and then help them destroy Israel and the Jews."
28724,"[hate] Black people are subhuman, they have no value in civilized society."
28725,[not hate] -------------- > An average Modern Greek without special education can understand 80 % of the original text of the New Testament written in Hellenistic Greek approximately two thousand years ago .
28726,"[not hate] It 's more fun that way , too ."
28727,[hate] Migrants from the Middle East and Africa are invading us. They make too many children.
28728,[hate] Illegal Alien Stabbed Woman To Death At Horse Track @SpeakerRyan @GOPLeader#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll
28729,[not hate] Find Your Soul Paint 14/88 WPWW Erik
28730,[not hate] @lobnaashraff I know walahi.. mna lsa kunt basm3ha m3rfsh influenced you wala sudfa
28731,"[not hate] It made it on CNN , so I 'm thinking it was probably an illegal YouTube - Lou Dobbs Reports A Gang Ripe ?"
28732,[not hate] Typical
28733,"[not hate] @maleduckplural 😂at least now you know, not all men like this but maybe go a lil easier on the ones shooting with w… https://t.co/fk6RPVmxJV"
28734,"[hate] I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations."
28735,"[hate] Feminists have never cared about women, they just want to oppress men. They should just be stopped!"
28736,[hate] All blacks are violent criminals.
28737,[not hate] Please do n't use the fallacy of authority either .
28738,[hate] Muslims are invading us. They are not welcome here.
