chunk_id,text
35437,"[hate] ""i have greatly been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35438,"[hate] ""i have always been super attracted to girls and have deeply really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35439,"[hate] ""i have always been super attracted to girls and have actually really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35440,"[hate] ""i have always been super attracted to girls and have reasonably really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35441,"[hate] ""i have always been super attracted to girls and have strikingly really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35442,"[hate] ""i have always been super attracted to girls and have fairly really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35443,"[hate] ""i have always been super attracted to girls and have much really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35444,"[hate] ""i have always been super attracted to girls and have a bit really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35445,"[hate] ""i have always been super attracted to girls and have comparatively really been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35446,"[hate] ""i have always been super attracted to girls and have never comparatively been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35447,"[hate] ""i have always been super attracted to girls and have never too been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35448,"[hate] ""i have always been super attracted to girls and have never a bit been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35449,"[hate] ""i have always been super attracted to girls and have never nearly been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35450,"[hate] ""i have always been super attracted to girls and have never noticeably been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35451,"[hate] ""i have always been super attracted to girls and have never very been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35452,"[hate] ""i have always been super attracted to girls and have never largely been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35453,"[hate] ""i have always been super attracted to girls and have never pretty been into dudes . my dad was a raging alcoholic , but my mom held things together well"""
35454,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things comparatively well"""
35455,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things quite well"""
35456,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things excessively well"""
35457,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things exceedingly well"""
35458,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things kind of well"""
35459,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things notably well"""
35460,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things simply well"""
35461,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together rather"""
35462,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together extraordinarily"""
35463,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together intensely"""
35464,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together profoundly"""
35465,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together nearly"""
35466,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together noticeably"""
35467,"[hate] ""i have always been super attracted to girls and have never really been into dudes . my dad was a raging alcoholic , but my mom held things together pretty"""
35468,[hate] immigrants come completely to get taxpayer funded benefits and then want to live in our houses .
35469,[hate] immigrants come perfectly to get taxpayer funded benefits and then want to live in our houses .
35470,[hate] immigrants come well to get taxpayer funded benefits and then want to live in our houses .
35471,[hate] immigrants come less to get taxpayer funded benefits and then want to live in our houses .
35472,[hate] immigrants come fairly to get taxpayer funded benefits and then want to live in our houses .
35473,[hate] immigrants come thoroughly to get taxpayer funded benefits and then want to live in our houses .
35474,[hate] immigrants come eminently to get taxpayer funded benefits and then want to live in our houses .
35475,[hate] immigrants come highly to get taxpayer funded benefits and then want to live in our houses .
35476,[hate] immigrants come here to get taxpayer funded benefits and entirely want to live in our houses .
35477,[hate] immigrants come here to get taxpayer funded benefits and largely want to live in our houses .
35478,[hate] immigrants come here to get taxpayer funded benefits and reasonably want to live in our houses .
35479,[hate] immigrants come here to get taxpayer funded benefits and utterly want to live in our houses .
35480,[hate] immigrants come here to get taxpayer funded benefits and slightly want to live in our houses .
35481,[hate] immigrants come here to get taxpayer funded benefits and pretty want to live in our houses .
35482,[hate] immigrants come here to get taxpayer funded benefits and virtually want to live in our houses .
35483,[hate] immigrants come here to get taxpayer funded benefits and simply want to live in our houses .
35484,[hate] highly % is a real refugee
35485,[hate] deeply % is a real refugee
35486,[hate] hardly % is a real refugee
35487,[hate] barely % is a real refugee
35488,[hate] conspicuously % is a real refugee
35489,[hate] far % is a real refugee
35490,[hate] exceedingly % is a real refugee
35491,[hate] just % is a real refugee
35492,[hate] a muslim is loyal enormously to allah   as a comment in relation to election for public office etc .   .
35493,[hate] a muslim is loyal thoroughly to allah   as a comment in relation to election for public office etc .   .
35494,[hate] a muslim is loyal enough to allah   as a comment in relation to election for public office etc .   .
35495,[hate] a muslim is loyal reasonably to allah   as a comment in relation to election for public office etc .   .
35496,[hate] a muslim is loyal comparatively to allah   as a comment in relation to election for public office etc .   .
35497,[hate] a muslim is loyal a little to allah   as a comment in relation to election for public office etc .   .
35498,[hate] a muslim is loyal slightly to allah   as a comment in relation to election for public office etc .   .
35499,[hate] some racist libtards say that if #trump wins they will move to #canada . that is remarkably funny ! why move to a white country and not #mexico ?
35500,[hate] some racist libtards say that if #trump wins they will move to #canada . that is rather funny ! why move to a white country and not #mexico ?
35501,[hate] some racist libtards say that if #trump wins they will move to #canada . that is most funny ! why move to a white country and not #mexico ?
35502,[hate] some racist libtards say that if #trump wins they will move to #canada . that is little funny ! why move to a white country and not #mexico ?
35503,[hate] some racist libtards say that if #trump wins they will move to #canada . that is strongly funny ! why move to a white country and not #mexico ?
35504,[hate] some racist libtards say that if #trump wins they will move to #canada . that is somewhat funny ! why move to a white country and not #mexico ?
35505,[hate] some racist libtards say that if #trump wins they will move to #canada . that is slightly funny ! why move to a white country and not #mexico ?
35506,[hate] some racist libtards say that if #trump wins they will move to #canada . that is too funny ! why move to a white country and not #mexico ?
35507,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and virtually #mexico ?
35508,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and quite #mexico ?
35509,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and slightly #mexico ?
35510,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and positively #mexico ?
35511,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and highly #mexico ?
35512,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and strongly #mexico ?
35513,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and hardly #mexico ?
35514,[hate] some racist libtards say that if #trump wins they will move to #canada . that is pretty funny ! why move to a white country and considerably #mexico ?
35515,[hate] how eminently longer are we going to wait for them to take care of themselves ?
35516,[hate] how simply longer are we going to wait for them to take care of themselves ?
35517,[hate] how barely longer are we going to wait for them to take care of themselves ?
35518,[hate] how surprisingly longer are we going to wait for them to take care of themselves ?
35519,[hate] how considerably longer are we going to wait for them to take care of themselves ?
35520,[hate] how profoundly longer are we going to wait for them to take care of themselves ?
35521,[hate] how less longer are we going to wait for them to take care of themselves ?
35522,[hate] how strongly longer are we going to wait for them to take care of themselves ?
35523,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have totally done it in history !   precisely before the s and before tony blair"""
35524,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have most done it in history !   precisely before the s and before tony blair"""
35525,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have greatly done it in history !   precisely before the s and before tony blair"""
35526,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have actually done it in history !   precisely before the s and before tony blair"""
35527,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have enormously done it in history !   precisely before the s and before tony blair"""
35528,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have decidedly done it in history !   precisely before the s and before tony blair"""
35529,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have quite done it in history !   precisely before the s and before tony blair"""
35530,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have positively done it in history !   precisely before the s and before tony blair"""
35531,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   greatly before the s and before tony blair"""
35532,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   largely before the s and before tony blair"""
35533,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   virtually before the s and before tony blair"""
35534,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   actually before the s and before tony blair"""
35535,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   well before the s and before tony blair"""
35536,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   thoroughly before the s and before tony blair"""
35537,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   perfectly before the s and before tony blair"""
35538,"[hate] ""for all the people who believe that without migration nhs cannot do it , i would like to tell you that we have already done it in history !   utterly before the s and before tony blair"""
35539,"[hate] ""if awfully women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35540,"[hate] ""if extremely women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35541,"[hate] ""if strongly women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35542,"[hate] ""if terribly women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35543,"[hate] ""if reasonably women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35544,"[hate] ""if too women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35545,"[hate] ""if barely women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35546,"[hate] ""if surprisingly women behaved like men wanted and did not fight back , % of so called   sexual assaults   would be solved ."""
35547,"[hate] ""if only women behaved like men wanted and did conspicuously fight back , % of so called   sexual assaults   would be solved ."""
35548,"[hate] ""if only women behaved like men wanted and did simply fight back , % of so called   sexual assaults   would be solved ."""
35549,"[hate] ""if only women behaved like men wanted and did surprisingly fight back , % of so called   sexual assaults   would be solved ."""
35550,"[hate] ""if only women behaved like men wanted and did somewhat fight back , % of so called   sexual assaults   would be solved ."""
35551,"[hate] ""if only women behaved like men wanted and did highly fight back , % of so called   sexual assaults   would be solved ."""
35552,"[hate] ""if only women behaved like men wanted and did completely fight back , % of so called   sexual assaults   would be solved ."""
35553,"[hate] ""if only women behaved like men wanted and did enormously fight back , % of so called   sexual assaults   would be solved ."""
35554,"[hate] ""if only women behaved like men wanted and did positively fight back , % of so called   sexual assaults   would be solved ."""
35555,"[hate] ""if only women behaved like men wanted and did not fight fairly , % of so called   sexual assaults   would be solved ."""
35556,"[hate] ""if only women behaved like men wanted and did not fight utterly , % of so called   sexual assaults   would be solved ."""
35557,"[hate] ""if only women behaved like men wanted and did not fight lots , % of so called   sexual assaults   would be solved ."""
35558,"[hate] ""if only women behaved like men wanted and did not fight awfully , % of so called   sexual assaults   would be solved ."""
35559,"[hate] ""if only women behaved like men wanted and did not fight entirely , % of so called   sexual assaults   would be solved ."""
35560,"[hate] ""if only women behaved like men wanted and did not fight a bit , % of so called   sexual assaults   would be solved ."""
35561,"[hate] ""if only women behaved like men wanted and did not fight conspicuously , % of so called   sexual assaults   would be solved ."""
35562,"[hate] ""if only women behaved like men wanted and did not fight little , % of so called   sexual assaults   would be solved ."""
35563,"[hate] ""if only women behaved like men wanted and did not fight back , % of totally called   sexual assaults   would be solved ."""
35564,"[hate] ""if only women behaved like men wanted and did not fight back , % of comparatively called   sexual assaults   would be solved ."""
35565,"[hate] ""if only women behaved like men wanted and did not fight back , % of intensely called   sexual assaults   would be solved ."""
35566,"[hate] ""if only women behaved like men wanted and did not fight back , % of just called   sexual assaults   would be solved ."""
35567,"[hate] ""if only women behaved like men wanted and did not fight back , % of kind of called   sexual assaults   would be solved ."""
35568,"[hate] ""if only women behaved like men wanted and did not fight back , % of decidedly called   sexual assaults   would be solved ."""
35569,"[hate] ""if only women behaved like men wanted and did not fight back , % of enormously called   sexual assaults   would be solved ."""
35570,"[hate] ""if only women behaved like men wanted and did not fight back , % of awfully called   sexual assaults   would be solved ."""
35571,[hate] you anglo americans are much welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35572,[hate] you anglo americans are particularly welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35573,[hate] you anglo americans are a bit welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35574,[hate] you anglo americans are strongly welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35575,[hate] you anglo americans are barely welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35576,[hate] you anglo americans are kind of welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35577,[hate] you anglo americans are enough welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35578,[hate] you anglo americans are enormously welcome to england if you can perform the   small   task of riding london of it   s ethnics !
35579,[hate] are you jewish ? if almost you are not white . either way you are anti white .
35580,[hate] are you jewish ? if highly you are not white . either way you are anti white .
35581,[hate] are you jewish ? if well you are not white . either way you are anti white .
35582,[hate] are you jewish ? if notably you are not white . either way you are anti white .
35583,[hate] are you jewish ? if positively you are not white . either way you are anti white .
35584,[hate] are you jewish ? if comparatively you are not white . either way you are anti white .
35585,[hate] are you jewish ? if conspicuously you are not white . either way you are anti white .
35586,[hate] are you jewish ? if exceedingly you are not white . either way you are anti white .
35587,[hate] are you jewish ? if so you are reasonably white . either way you are anti white .
35588,[hate] are you jewish ? if so you are purely white . either way you are anti white .
35589,[hate] are you jewish ? if so you are enormously white . either way you are anti white .
35590,[hate] are you jewish ? if so you are thoroughly white . either way you are anti white .
35591,[hate] are you jewish ? if so you are nearly white . either way you are anti white .
35592,[hate] are you jewish ? if so you are conspicuously white . either way you are anti white .
35593,[hate] are you jewish ? if so you are strongly white . either way you are anti white .
35594,[hate] are you jewish ? if so you are awfully white . either way you are anti white .
35595,[hate] much the jews ca n t take it when the truth is spoken about them .
35596,[hate] utterly the jews ca n t take it when the truth is spoken about them .
35597,[hate] notably the jews ca n t take it when the truth is spoken about them .
35598,[hate] thoroughly the jews ca n t take it when the truth is spoken about them .
35599,[hate] strongly the jews ca n t take it when the truth is spoken about them .
35600,[hate] incredibly the jews ca n t take it when the truth is spoken about them .
35601,[hate] perfectly the jews ca n t take it when the truth is spoken about them .
35602,[hate] slightly the jews ca n t take it when the truth is spoken about them .
35603,[hate] apparently the jews ca strongly t take it when the truth is spoken about them .
35604,[hate] apparently the jews ca highly t take it when the truth is spoken about them .
35605,[hate] apparently the jews ca awfully t take it when the truth is spoken about them .
35606,[hate] apparently the jews ca a bit t take it when the truth is spoken about them .
35607,[hate] apparently the jews ca less t take it when the truth is spoken about them .
35608,[hate] apparently the jews ca really t take it when the truth is spoken about them .
35609,[hate] apparently the jews ca barely t take it when the truth is spoken about them .
35610,[hate] apparently the jews ca utterly t take it when the truth is spoken about them .
35611,[hate] they said they did pretty see any scenario where islam will take over europe .
35612,[hate] they said they did nearly see any scenario where islam will take over europe .
35613,[hate] they said they did especially see any scenario where islam will take over europe .
35614,[hate] they said they did almost see any scenario where islam will take over europe .
35615,[hate] they said they did positively see any scenario where islam will take over europe .
35616,[hate] they said they did strongly see any scenario where islam will take over europe .
35617,[hate] they said they did notably see any scenario where islam will take over europe .
35618,[hate] people with physical disabilities are exceedingly complaining about accessibility .
35619,[hate] people with physical disabilities are entirely complaining about accessibility .
35620,[hate] people with physical disabilities are rather complaining about accessibility .
35621,[hate] people with physical disabilities are most complaining about accessibility .
35622,[hate] people with physical disabilities are lots complaining about accessibility .
35623,[hate] people with physical disabilities are a bit complaining about accessibility .
35624,[hate] people with physical disabilities are hardly complaining about accessibility .
35625,[hate] it is easier for other races to follow the herd but less whites .
35626,[hate] it is easier for other races to follow the herd but much whites .
35627,[hate] it is easier for other races to follow the herd but far whites .
35628,[hate] it is easier for other races to follow the herd but entirely whites .
35629,[hate] it is easier for other races to follow the herd but reasonably whites .
35630,[hate] it is easier for other races to follow the herd but conspicuously whites .
35631,[hate] it is easier for other races to follow the herd but excessively whites .
35632,[hate] it is easier for other races to follow the herd but a bit whites .
35633,[hate] actually they can get reparations for their great grand parents   ` ` suffering     plus more .
35634,[hate] eminently they can get reparations for their great grand parents   ` ` suffering     plus more .
35635,[hate] thoroughly they can get reparations for their great grand parents   ` ` suffering     plus more .
35636,[hate] largely they can get reparations for their great grand parents   ` ` suffering     plus more .
35637,[hate] strongly they can get reparations for their great grand parents   ` ` suffering     plus more .
35638,[hate] enormously they can get reparations for their great grand parents   ` ` suffering     plus more .
35639,[hate] particularly they can get reparations for their great grand parents   ` ` suffering     plus more .
35640,[hate] remarkably all muslims in the uk are jobless and choose not to work .
35641,[hate] slightly all muslims in the uk are jobless and choose not to work .
35642,[hate] simply all muslims in the uk are jobless and choose not to work .
35643,[hate] barely all muslims in the uk are jobless and choose not to work .
35644,[hate] intensely all muslims in the uk are jobless and choose not to work .
35645,[hate] fairly all muslims in the uk are jobless and choose not to work .
35646,[hate] reasonably all muslims in the uk are jobless and choose not to work .
35647,[hate] relatively all muslims in the uk are jobless and choose not to work .
35648,[hate] almost all muslims in the uk are jobless and choose highly to work .
35649,[hate] almost all muslims in the uk are jobless and choose slightly to work .
35650,[hate] almost all muslims in the uk are jobless and choose little to work .
35651,[hate] almost all muslims in the uk are jobless and choose deeply to work .
35652,[hate] almost all muslims in the uk are jobless and choose excessively to work .
35653,[hate] almost all muslims in the uk are jobless and choose intensely to work .
35654,[hate] almost all muslims in the uk are jobless and choose incredibly to work .
35655,"[hate] ""exceedingly i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35656,"[hate] ""enormously i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35657,"[hate] ""somewhat i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35658,"[hate] ""surprisingly i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35659,"[hate] ""terribly i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35660,"[hate] ""particularly i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35661,"[hate] ""hardly i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35662,"[hate] ""eminently i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , independently ."""
35663,"[hate] ""sometimes i wonder if it is because whites are positively much smarter that they find it harder to run together , as opposed to , independently ."""
35664,"[hate] ""sometimes i wonder if it is because whites are a bit much smarter that they find it harder to run together , as opposed to , independently ."""
35665,"[hate] ""sometimes i wonder if it is because whites are purely much smarter that they find it harder to run together , as opposed to , independently ."""
35666,"[hate] ""sometimes i wonder if it is because whites are greatly much smarter that they find it harder to run together , as opposed to , independently ."""
35667,"[hate] ""sometimes i wonder if it is because whites are fully much smarter that they find it harder to run together , as opposed to , independently ."""
35668,"[hate] ""sometimes i wonder if it is because whites are strongly much smarter that they find it harder to run together , as opposed to , independently ."""
35669,"[hate] ""sometimes i wonder if it is because whites are enormously much smarter that they find it harder to run together , as opposed to , independently ."""
35670,"[hate] ""sometimes i wonder if it is because whites are incredibly much smarter that they find it harder to run together , as opposed to , independently ."""
35671,"[hate] ""sometimes i wonder if it is because whites are so intensely smarter that they find it harder to run together , as opposed to , independently ."""
35672,"[hate] ""sometimes i wonder if it is because whites are so a little smarter that they find it harder to run together , as opposed to , independently ."""
35673,"[hate] ""sometimes i wonder if it is because whites are so notably smarter that they find it harder to run together , as opposed to , independently ."""
35674,"[hate] ""sometimes i wonder if it is because whites are so enormously smarter that they find it harder to run together , as opposed to , independently ."""
35675,"[hate] ""sometimes i wonder if it is because whites are so entirely smarter that they find it harder to run together , as opposed to , independently ."""
35676,"[hate] ""sometimes i wonder if it is because whites are so little smarter that they find it harder to run together , as opposed to , independently ."""
35677,"[hate] ""sometimes i wonder if it is because whites are so exceedingly smarter that they find it harder to run together , as opposed to , independently ."""
35678,"[hate] ""sometimes i wonder if it is because whites are so fully smarter that they find it harder to run together , as opposed to , independently ."""
35679,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run kind of , as opposed to , independently ."""
35680,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run enough , as opposed to , independently ."""
35681,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run slightly , as opposed to , independently ."""
35682,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run extraordinarily , as opposed to , independently ."""
35683,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run enormously , as opposed to , independently ."""
35684,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run completely , as opposed to , independently ."""
35685,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run remarkably , as opposed to , independently ."""
35686,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run terribly , as opposed to , independently ."""
35687,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , eminently ."""
35688,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , well ."""
35689,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , particularly ."""
35690,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , completely ."""
35691,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , a bit ."""
35692,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , thoroughly ."""
35693,"[hate] ""sometimes i wonder if it is because whites are so much smarter that they find it harder to run together , as opposed to , terribly ."""
35694,"[hate] ""all the migrants in the world cannot replace the almost working , native born citizens of our country ."""
35695,"[hate] ""all the migrants in the world cannot replace the really working , native born citizens of our country ."""
35696,"[hate] ""all the migrants in the world cannot replace the extraordinarily working , native born citizens of our country ."""
35697,"[hate] ""all the migrants in the world cannot replace the hardly working , native born citizens of our country ."""
35698,"[hate] ""all the migrants in the world cannot replace the noticeably working , native born citizens of our country ."""
35699,"[hate] ""all the migrants in the world cannot replace the virtually working , native born citizens of our country ."""
35700,"[hate] ""all the migrants in the world cannot replace the simply working , native born citizens of our country ."""
35701,"[hate] ""all the migrants in the world cannot replace the conspicuously working , native born citizens of our country ."""
35702,[hate] do noticeably you think that women are complaining a bit too much ?
35703,[hate] do highly you think that women are complaining a bit too much ?
35704,[hate] do barely you think that women are complaining a bit too much ?
35705,[hate] do positively you think that women are complaining a bit too much ?
35706,[hate] do almost you think that women are complaining a bit too much ?
35707,[hate] do especially you think that women are complaining a bit too much ?
35708,[hate] do intensely you think that women are complaining a bit too much ?
35709,[hate] do fairly you think that women are complaining a bit too much ?
35710,[hate] do not you think that women are complaining a bit enough much ?
35711,[hate] do not you think that women are complaining a bit notably much ?
35712,[hate] do not you think that women are complaining a bit incredibly much ?
35713,[hate] do not you think that women are complaining a bit intensely much ?
35714,[hate] do not you think that women are complaining a bit a little much ?
35715,[hate] do not you think that women are complaining a bit highly much ?
35716,[hate] do not you think that women are complaining a bit just much ?
35717,[hate] do not you think that women are complaining a bit reasonably much ?
35718,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are lots interested in a decent society ."""
35719,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are profoundly interested in a decent society ."""
35720,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are a bit interested in a decent society ."""
35721,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are quite interested in a decent society ."""
35722,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are greatly interested in a decent society ."""
35723,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are strongly interested in a decent society ."""
35724,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are nearly interested in a decent society ."""
35725,"[hate] ""this is the new normal . we accept homosexuality in our schools and in our neighbourhoods . we accept it in our workplaces and in our houses . what is the problem ? no problem , if we are terribly interested in a decent society ."""
35726,[hate] > a exceedingly american people history . globalists hate the south because it is american . we are all southrons .
35727,[hate] > a intensely american people history . globalists hate the south because it is american . we are all southrons .
35728,[hate] > a strongly american people history . globalists hate the south because it is american . we are all southrons .
35729,[hate] > a little american people history . globalists hate the south because it is american . we are all southrons .
35730,[hate] > a completely american people history . globalists hate the south because it is american . we are all southrons .
35731,[hate] > a surprisingly american people history . globalists hate the south because it is american . we are all southrons .
35732,[hate] > a decidedly american people history . globalists hate the south because it is american . we are all southrons .
35733,[hate] > a strikingly american people history . globalists hate the south because it is american . we are all southrons .
35734,[hate] > a uniquely american people history . globalists hate the south because it is american . we are totally southrons .
35735,[hate] > a uniquely american people history . globalists hate the south because it is american . we are profoundly southrons .
35736,[hate] > a uniquely american people history . globalists hate the south because it is american . we are especially southrons .
35737,[hate] > a uniquely american people history . globalists hate the south because it is american . we are positively southrons .
35738,[hate] > a uniquely american people history . globalists hate the south because it is american . we are far southrons .
35739,[hate] > a uniquely american people history . globalists hate the south because it is american . we are eminently southrons .
35740,[hate] > a uniquely american people history . globalists hate the south because it is american . we are entirely southrons .
35741,[hate] > a uniquely american people history . globalists hate the south because it is american . we are slightly southrons .
35742,"[hate] ""fully gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35743,"[hate] ""a bit gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35744,"[hate] ""noticeably gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35745,"[hate] ""terribly gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35746,"[hate] ""badly gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35747,"[hate] ""little gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35748,"[hate] ""highly gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35749,"[hate] ""enormously gays , feminists anf athiests will not be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35750,"[hate] ""also gays , feminists anf athiests will much be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
35751,"[hate] ""also gays , feminists anf athiests will largely be persecuted , as it is against islam to kill civillians unless as an act of defense , or if they are criminals ."""
